Borough,Grade,Category,Year,# Total Days,# Days Absent,# Days Present,% Attendance,# Contributing 10+ Total Days and 1+ Pres Day,# Chronically Absent,% Chronically Absent
Manhattan,10,Asian,2018-19,376844,18394,358450,95.1,2324,293,12.6
Manhattan,10,Black,2018-19,531093,76665,454428,85.6,3407,1377,40.4
Manhattan,10,Hispanic,2018-19,1224301,166449,1057852,86.4,7766,3016,38.8
Manhattan,10,Other,2018-19,82447,6098,76349,92.6,508,103,20.3
Manhattan,10,White,2018-19,360468,21387,339081,94.1,2206,308,14.0
Manhattan,10,Female,2018-19,1350195,140234,1209961,89.6,8468,2530,29.9
Manhattan,10,Male,2018-19,1224958,148759,1076199,87.9,7743,2567,33.2
Manhattan,10,Not Poverty,2018-19,798060,57105,740955,92.8,4939,870,17.6
Manhattan,10,Poverty,2018-19,1777093,231888,1545205,87.0,11272,4227,37.5
Manhattan,10,ELL,2018-19,322328,50074,272254,84.5,2153,948,44.0
Manhattan,10,Not ELL,2018-19,2252825,238919,2013906,89.4,14058,4149,29.5
Manhattan,10,All Students,2019-20,1683917,188649,1495268,88.8,15772,4877,30.9
Manhattan,10,Not SWD,2019-20,1372265,134484,1237781,90.2,12848,3505,27.3
Manhattan,10,SWD,2019-20,311652,54165,257487,82.6,2924,1372,46.9
Manhattan,10,Asian,2019-20,244228,11372,232856,95.3,2257,254,11.3
Manhattan,10,Black,2019-20,334895,47739,287156,85.7,3183,1247,39.2
Manhattan,10,Hispanic,2019-20,798396,110410,687986,86.2,7492,2926,39.1
Manhattan,10,Other,2019-20,60802,4658,56144,92.3,564,110,19.5
Manhattan,10,White,2019-20,245596,14470,231126,94.1,2276,340,14.9
Manhattan,10,Female,2019-20,901445,92773,808672,89.7,8415,2464,29.3
Manhattan,10,Male,2019-20,782472,95876,686596,87.7,7357,2413,32.8
Manhattan,10,Not Poverty,2019-20,517905,32708,485197,93.7,4813,774,16.1
Manhattan,10,Poverty,2019-20,1166012,155941,1010071,86.6,10959,4103,37.4
Manhattan,10,ELL,2019-20,210250,32675,177575,84.5,2040,851,41.7
Manhattan,10,Not ELL,2019-20,1473667,155974,1317693,89.4,13732,4026,29.3
Manhattan,10,All Students,2020-21,2655637,420888,2234749,84.2,15761,6013,38.2
Manhattan,10,Not SWD,2020-21,2126663,301761,1824902,85.8,12623,4349,34.5
Manhattan,10,SWD,2020-21,528974,119127,409847,77.5,3138,1664,53.0
Manhattan,10,Asian,2020-21,392845,25364,367481,93.5,2294,333,14.5
Manhattan,10,Black,2020-21,545660,112012,433648,79.5,3255,1620,49.8
Manhattan,10,Hispanic,2020-21,1228199,245598,982601,80.0,7345,3512,47.8
Manhattan,10,Other,2020-21,116120,10028,106092,91.4,676,156,23.1
Manhattan,10,White,2020-21,372813,27886,344927,92.5,2191,392,17.9
Manhattan,10,Female,2020-21,1405801,192861,1212940,86.3,8315,2870,34.5
Manhattan,10,Male,2020-21,1249836,228027,1021809,81.8,7446,3143,42.2
Manhattan,10,Not Poverty,2020-21,815465,71137,744328,91.3,4824,1075,22.3
Manhattan,10,Poverty,2020-21,1840172,349751,1490421,81.0,10937,4938,45.1
Manhattan,10,ELL,2020-21,296348,80545,215803,72.8,1816,1037,57.1
Manhattan,10,Not ELL,2020-21,2359289,340343,2018946,85.6,13945,4976,35.7
Manhattan,10,All Students,2021-22,2470186,375482,2094704,84.8,15194,6633,43.7
Manhattan,10,Not SWD,2021-22,1975713,266294,1709419,86.5,12157,4821,39.7
Manhattan,10,SWD,2021-22,494473,109188,385285,77.9,3037,1812,59.7
Manhattan,10,Asian,2021-22,369713,24180,345533,93.5,2209,369,16.7
Manhattan,10,Black,2021-22,492437,96553,395884,80.4,3079,1710,55.5
Manhattan,10,Hispanic,2021-22,1151816,214329,937487,81.4,7159,3855,53.8
Manhattan,10,Other,2021-22,116158,12384,103774,89.3,699,206,29.5
Manhattan,10,White,2021-22,340062,28036,312026,91.8,2048,493,24.1
Manhattan,10,Female,2021-22,1327269,194929,1132340,85.3,8132,3521,43.3
Manhattan,10,Male,2021-22,1142917,180553,962364,84.2,7062,3112,44.1
Manhattan,10,Not Poverty,2021-22,765747,70897,694850,90.7,4683,1265,27.0
Manhattan,10,Poverty,2021-22,1704439,304585,1399854,82.1,10511,5368,51.1
Manhattan,10,ELL,2021-22,286415,55233,231182,80.7,1855,974,52.5
Manhattan,10,Not ELL,2021-22,2183771,320249,1863522,85.3,13339,5659,42.4
Manhattan,10,All Students,2022-23,2364411,315195,2049216,86.7,15152,5838,38.5
Manhattan,10,Not SWD,2022-23,1869897,218660,1651237,88.3,11959,4146,34.7
Manhattan,10,SWD,2022-23,494514,96535,397979,80.5,3193,1692,53.0
Manhattan,10,Asian,2022-23,346365,18020,328345,94.8,2137,290,13.6
Manhattan,10,Black,2022-23,469884,77473,392411,83.5,3069,1450,47.2
Manhattan,10,Hispanic,2022-23,1140445,186619,953826,83.6,7395,3512,47.5
Manhattan,10,Other,2022-23,75888,7214,68674,90.5,483,131,27.1
Manhattan,10,White,2022-23,331829,25869,305960,92.2,2068,455,22.0
Manhattan,10,Female,2022-23,1254221,159412,1094809,87.3,8008,3007,37.5
Manhattan,10,Male,2022-23,1108752,155508,953244,86.0,7134,2823,39.6
Manhattan,10,Neither male nor female,2022-23,1438,275,1163,80.9,10,8,80.0
Manhattan,10,Not Poverty,2022-23,705034,56568,648466,92.0,4450,1044,23.5
Manhattan,10,Poverty,2022-23,1659377,258627,1400750,84.4,10702,4794,44.8
Manhattan,10,ELL,2022-23,294677,52644,242033,82.1,2056,1075,52.3
Manhattan,10,Not ELL,2022-23,2069734,262551,1807183,87.3,13096,4763,36.4
Manhattan,10,All Students,2023-24,2414143,334941,2079202,86.1,15331,6050,39.5
Manhattan,10,Not SWD,2023-24,1920394,237516,1682878,87.6,12193,4370,35.8
Manhattan,10,SWD,2023-24,493749,97425,396324,80.3,3144,1683,53.5
Manhattan,10,Asian,2023-24,336418,20101,316317,94.0,2064,343,16.6
Manhattan,10,Black,2023-24,480482,82811,397671,82.8,3115,1490,47.8
Manhattan,10,Hispanic,2023-24,1175801,196648,979153,83.3,7541,3634,48.2
Manhattan,10,Other,2023-24,93513,9261,84252,90.1,581,151,26.0
Manhattan,10,White,2023-24,327929,26120,301809,92.0,2039,437,21.4
Manhattan,10,Female,2023-24,1265628,167526,1098102,86.8,7966,3090,38.8
Manhattan,10,Male,2023-24,1146729,167210,979519,85.4,7355,2957,40.2
Manhattan,10,Neither male nor female,2023-24,1786,205,1581,88.5,12,4,33.3
Manhattan,10,Not Poverty,2023-24,638434,49546,588888,92.2,3984,840,21.1
Manhattan,10,Poverty,2023-24,1775709,285395,1490314,83.9,11354,5213,45.9
Manhattan,10,ELL,2023-24,343926,63551,280375,81.5,2394,1304,54.5
Manhattan,10,Not ELL,2023-24,2070217,271390,1798827,86.9,12937,4746,36.7
Manhattan,11,All Students,2018-19,2386281,259904,2126377,89.1,14732,4493,30.5
Manhattan,11,Not SWD,2018-19,2017264,196810,1820454,90.2,12434,3420,27.5
Manhattan,11,SWD,2018-19,369017,63094,305923,82.9,2298,1073,46.7
Manhattan,11,Asian,2018-19,366808,16617,350191,95.5,2222,244,11.0
Manhattan,11,Black,2018-19,527922,69625,458297,86.8,3294,1286,39.0
Manhattan,11,Hispanic,2018-19,1089685,145232,944453,86.7,6766,2539,37.5
Manhattan,11,Other,2018-19,66070,5913,60157,91.1,406,95,23.4
Manhattan,11,White,2018-19,335796,22517,313279,93.3,2044,329,16.1
Manhattan,11,Female,2018-19,1322379,135713,1186666,89.7,8126,2391,29.4
Manhattan,11,Male,2018-19,1063902,124191,939711,88.3,6606,2102,31.8
Manhattan,11,Not Poverty,2018-19,751027,54631,696396,92.7,4610,877,19.0
Manhattan,11,Poverty,2018-19,1635254,205273,1429981,87.4,10122,3616,35.7
Manhattan,11,ELL,2018-19,236532,31958,204574,86.5,1498,563,37.6
Manhattan,11,Not ELL,2018-19,2149749,227946,1921803,89.4,13234,3930,29.7
Manhattan,11,All Students,2019-20,1519857,159703,1360154,89.5,14080,4159,29.5
Manhattan,11,Not SWD,2019-20,1270099,117700,1152399,90.7,11779,3143,26.7
Manhattan,11,SWD,2019-20,249758,42003,207755,83.2,2301,1016,44.2
Manhattan,11,Asian,2019-20,236523,11089,225434,95.3,2174,246,11.3
Manhattan,11,Black,2019-20,302742,40385,262357,86.7,2839,1050,37.0
Manhattan,11,Hispanic,2019-20,705560,89753,615807,87.3,6541,2425,37.1
Manhattan,11,Other,2019-20,49257,4052,45205,91.8,448,105,23.4
Manhattan,11,White,2019-20,225775,14424,211351,93.6,2078,333,16.0
Manhattan,11,Female,2019-20,819199,83208,735991,89.8,7589,2195,28.9
Manhattan,11,Male,2019-20,700658,76495,624163,89.1,6491,1964,30.3
Manhattan,11,Not Poverty,2019-20,484877,34420,450457,92.9,4476,811,18.1
Manhattan,11,Poverty,2019-20,1034980,125283,909697,87.9,9604,3348,34.9
Manhattan,11,ELL,2019-20,142969,21616,121353,84.9,1351,589,43.6
Manhattan,11,Not ELL,2019-20,1376888,138087,1238801,90.0,12729,3570,28.0
Manhattan,11,All Students,2020-21,2395524,342262,2053262,85.7,14083,5089,36.1
Manhattan,11,Not SWD,2020-21,1984984,256889,1728095,87.1,11653,3842,33.0
Manhattan,11,SWD,2020-21,410540,85373,325167,79.2,2430,1247,51.3
Manhattan,11,Asian,2020-21,372036,22619,349417,93.9,2159,320,14.8
Manhattan,11,Black,2020-21,453593,83180,370413,81.7,2705,1290,47.7
Manhattan,11,Hispanic,2020-21,1099003,197218,901785,82.1,6471,2886,44.6
Manhattan,11,Other,2020-21,92619,8764,83855,90.5,539,138,25.6
Manhattan,11,White,2020-21,378273,30481,347792,91.9,2209,455,20.6
Manhattan,11,Female,2020-21,1315903,165174,1150729,87.4,7713,2541,32.9
Manhattan,11,Male,2020-21,1079621,177088,902533,83.6,6370,2548,40.0
Manhattan,11,Not Poverty,2020-21,765111,68376,696735,91.1,4477,1040,23.2
Manhattan,11,Poverty,2020-21,1630413,273886,1356527,83.2,9606,4049,42.2
Manhattan,11,ELL,2020-21,246758,54804,191954,77.8,1460,752,51.5
Manhattan,11,Not ELL,2020-21,2148766,287458,1861308,86.6,12623,4337,34.4
Manhattan,11,All Students,2021-22,2335750,356850,1978900,84.7,14261,6432,45.1
Manhattan,11,Not SWD,2021-22,1904401,263575,1640826,86.2,11610,4783,41.2
Manhattan,11,SWD,2021-22,431349,93275,338074,78.4,2651,1649,62.2
Manhattan,11,Asian,2021-22,369415,25857,343558,93.0,2208,412,18.7
Manhattan,11,Black,2021-22,461319,90721,370598,80.3,2864,1621,56.6
Manhattan,11,Hispanic,2021-22,1037536,194060,843476,81.3,6383,3570,55.9
Manhattan,11,Other,2021-22,110936,12772,98164,88.5,666,237,35.6
Manhattan,11,White,2021-22,356544,33440,323104,90.6,2140,592,27.7
Manhattan,11,Female,2021-22,1256866,184295,1072571,85.3,7644,3386,44.3
Manhattan,11,Male,2021-22,1078884,172555,906329,84.0,6617,3046,46.0
Manhattan,11,Not Poverty,2021-22,766471,75800,690671,90.1,4639,1355,29.2
Manhattan,11,Poverty,2021-22,1569279,281050,1288229,82.1,9622,5077,52.8
Manhattan,11,ELL,2021-22,212863,41781,171082,80.4,1378,774,56.2
Manhattan,11,Not ELL,2021-22,2122887,315069,1807818,85.2,12883,5658,43.9
Manhattan,11,All Students,2022-23,2221874,291841,1930033,86.9,13910,5242,37.7
Manhattan,11,Not SWD,2022-23,1798715,208967,1589748,88.4,11271,3866,34.3
Manhattan,11,SWD,2022-23,423159,82874,340285,80.4,2639,1376,52.1
Manhattan,11,Asian,2022-23,348798,18431,330367,94.7,2150,299,13.9
Manhattan,11,Black,2022-23,431542,71969,359573,83.3,2746,1319,48.0
Manhattan,11,Hispanic,2022-23,1033711,165261,868450,84.0,6511,3031,46.6
Manhattan,11,Other,2022-23,67718,8486,59232,87.5,418,135,32.3
Manhattan,11,White,2022-23,340105,27694,312411,91.9,2085,458,22.0
Manhattan,11,Female,2022-23,1200591,155972,1044619,87.0,7520,2878,38.3
Manhattan,11,Male,2022-23,1020736,s,s,s,s,s,s
Manhattan,11,Neither male nor female,2022-23,547,s,s,s,s,s,s
Manhattan,11,Not Poverty,2022-23,704692,57635,647057,91.8,4364,992,22.7
Manhattan,11,Poverty,2022-23,1517182,234206,1282976,84.6,9546,4250,44.5
Manhattan,11,ELL,2022-23,206695,36645,170050,82.3,1360,701,51.5
Manhattan,11,Not ELL,2022-23,2015179,255196,1759983,87.3,12550,4541,36.2
Manhattan,11,All Students,2023-24,2168152,266641,1901511,87.7,13460,4832,35.9
Manhattan,11,Not SWD,2023-24,1751946,189544,1562402,89.2,10886,3526,32.4
Manhattan,11,SWD,2023-24,416206,77097,339109,81.5,2576,1308,50.8
Manhattan,11,Asian,2023-24,344019,19423,324596,94.4,2088,280,13.4
Manhattan,11,Black,2023-24,412053,63145,348908,84.7,2597,1176,45.3
Manhattan,11,Hispanic,2023-24,1011690,151476,860214,85.0,6321,2833,44.8
Manhattan,11,Other,2023-24,70625,6784,63841,90.4,434,114,26.3
Manhattan,11,White,2023-24,329765,25813,303952,92.2,2022,431,21.3
Manhattan,11,Female,2023-24,1159964,137842,1022122,88.1,7191,2604,36.2
Manhattan,11,Male,2023-24,1006774,128528,878246,87.2,6260,2222,35.5
Manhattan,11,Neither male nor female,2023-24,1414,271,1143,80.8,9,6,66.7
Manhattan,11,Not Poverty,2023-24,648564,50523,598041,92.2,3990,865,21.7
Manhattan,11,Poverty,2023-24,1519588,216118,1303470,85.8,9476,3972,41.9
Manhattan,11,ELL,2023-24,214426,34269,180157,84.0,1400,680,48.6
Manhattan,11,Not ELL,2023-24,1953726,232372,1721354,88.1,12060,4152,34.4
Manhattan,12,All Students,2018-19,2396527,364031,2032496,84.8,14897,6749,45.3
Manhattan,12,Not SWD,2018-19,2006569,284676,1721893,85.8,12475,5355,42.9
Manhattan,12,SWD,2018-19,389958,79355,310603,79.7,2422,1394,57.6
Manhattan,12,Asian,2018-19,368062,33305,334757,91.0,2251,574,25.5
Manhattan,12,Black,2018-19,549550,95546,454004,82.6,3472,1814,52.2
Manhattan,12,Hispanic,2018-19,1098249,193522,904727,82.4,6858,3621,52.8
Manhattan,12,Other,2018-19,55514,6551,48963,88.2,341,124,36.4
Manhattan,12,White,2018-19,325152,35107,290045,89.2,1975,616,31.2
Manhattan,12,Female,2018-19,1300706,193282,1107424,85.1,8062,3713,46.1
Manhattan,12,Male,2018-19,1095821,170749,925072,84.4,6835,3036,44.4
Manhattan,12,Not Poverty,2018-19,688145,81187,606958,88.2,4233,1433,33.9
Manhattan,12,Poverty,2018-19,1708382,282844,1425538,83.4,10664,5316,49.8
Manhattan,12,ELL,2018-19,191358,41995,149363,78.1,1225,737,60.2
Manhattan,12,Not ELL,2018-19,2205169,322036,1883133,85.4,13672,6012,44.0
Manhattan,12,All Students,2019-20,1621999,237387,1384612,85.4,14985,6154,41.1
Manhattan,12,Not SWD,2019-20,1342166,180976,1161190,86.5,12411,4763,38.4
Manhattan,12,SWD,2019-20,279833,56411,223422,79.8,2574,1391,54.0
Manhattan,12,Asian,2019-20,245406,18719,226687,92.4,2256,465,20.6
Manhattan,12,Black,2019-20,367035,64339,302696,82.5,3402,1645,48.4
Manhattan,12,Hispanic,2019-20,746934,126429,620505,83.1,6914,3305,47.8
Manhattan,12,Other,2019-20,41393,4533,36860,89.0,383,130,33.9
Manhattan,12,White,2019-20,221231,23367,197864,89.4,2030,609,30.0
Manhattan,12,Female,2019-20,884427,124012,760415,86.0,8160,3299,40.4
Manhattan,12,Male,2019-20,737572,113375,624197,84.6,6825,2855,41.8
Manhattan,12,Not Poverty,2019-20,476118,49366,426752,89.6,4379,1279,29.2
Manhattan,12,Poverty,2019-20,1145881,188021,957860,83.6,10606,4875,46.0
Manhattan,12,ELL,2019-20,115116,25646,89470,77.7,1056,592,56.1
Manhattan,12,Not ELL,2019-20,1506883,211741,1295142,85.9,13929,5562,39.9
Manhattan,12,All Students,2020-21,2462992,430147,2032845,82.5,14674,6803,46.4
Manhattan,12,Not SWD,2020-21,2032006,332513,1699493,83.6,12103,5373,44.4
Manhattan,12,SWD,2020-21,430986,97634,333352,77.3,2571,1430,55.6
Manhattan,12,Asian,2020-21,376720,34504,342216,90.8,2208,536,24.3
Manhattan,12,Black,2020-21,499844,108485,391359,78.3,3002,1684,56.1
Manhattan,12,Hispanic,2020-21,1153999,235590,918409,79.6,6932,3685,53.2
Manhattan,12,Other,2020-21,78310,11081,67229,85.8,463,183,39.5
Manhattan,12,White,2020-21,354119,40487,313632,88.6,2069,715,34.6
Manhattan,12,Female,2020-21,1313697,208219,1105478,84.2,7803,3432,44.0
Manhattan,12,Male,2020-21,1149295,221928,927367,80.7,6871,3371,49.1
Manhattan,12,Not Poverty,2020-21,749197,94454,654743,87.4,4416,1608,36.4
Manhattan,12,Poverty,2020-21,1713795,335693,1378102,80.4,10258,5195,50.6
Manhattan,12,ELL,2020-21,222208,55139,167069,75.2,1387,825,59.5
Manhattan,12,Not ELL,2020-21,2240784,375008,1865776,83.3,13287,5978,45.0
Manhattan,12,All Students,2021-22,2370816,461200,1909616,80.5,14415,8395,58.2
Manhattan,12,Not SWD,2021-22,1942215,349792,1592423,82.0,11797,6552,55.5
Manhattan,12,SWD,2021-22,428601,111408,317193,74.0,2618,1843,70.4
Manhattan,12,Asian,2021-22,361740,40502,321238,88.8,2152,753,35.0
Manhattan,12,Black,2021-22,464600,105682,358918,77.3,2872,1875,65.3
Manhattan,12,Hispanic,2021-22,1086712,251583,835129,76.8,6651,4496,67.6
Manhattan,12,Other,2021-22,91362,14025,77337,84.6,558,294,52.7
Manhattan,12,White,2021-22,366402,49408,316994,86.5,2182,977,44.8
Manhattan,12,Female,2021-22,1279504,245481,1034023,80.8,7773,4546,58.5
Manhattan,12,Male,2021-22,1091312,215719,875593,80.2,6642,3849,57.9
Manhattan,12,Not Poverty,2021-22,765545,107492,658053,86.0,4595,2136,46.5
Manhattan,12,Poverty,2021-22,1605271,353708,1251563,78.0,9820,6259,63.7
Manhattan,12,ELL,2021-22,234638,57718,176920,75.4,1466,998,68.1
Manhattan,12,Not ELL,2021-22,2136178,403482,1732696,81.1,12949,7397,57.1
Manhattan,12,All Students,2022-23,2257916,376422,1881494,83.3,14128,7167,50.7
Manhattan,12,Not SWD,2022-23,1814213,279342,1534871,84.6,11361,5445,47.9
Manhattan,12,SWD,2022-23,443703,97080,346623,78.1,2767,1722,62.2
Manhattan,12,Asian,2022-23,355606,33073,322533,90.7,2178,574,26.4
Manhattan,12,Black,2022-23,450625,86252,364373,80.9,2877,1666,57.9
Manhattan,12,Hispanic,2022-23,1022961,202215,820746,80.2,6441,3815,59.2
Manhattan,12,Other,2022-23,65245,9770,55475,85.0,411,208,50.6
Manhattan,12,White,2022-23,363479,45112,318367,87.6,2221,904,40.7
Manhattan,12,Female,2022-23,1207084,195013,1012071,83.8,7536,3836,50.9
Manhattan,12,Male,2022-23,1049681,181161,868520,82.7,6585,3325,50.5
Manhattan,12,Neither male nor female,2022-23,1151,248,903,78.5,7,6,85.7
Manhattan,12,Not Poverty,2022-23,710078,86340,623738,87.8,4399,1729,39.3
Manhattan,12,Poverty,2022-23,1547838,290082,1257756,81.3,9729,5438,55.9
Manhattan,12,ELL,2022-23,180898,39919,140979,77.9,1167,743,63.7
Manhattan,12,Not ELL,2022-23,2077018,336503,1740515,83.8,12961,6424,49.6
Manhattan,12,All Students,2023-24,2231570,363561,1868009,83.7,13815,6912,50.0
Manhattan,12,Not SWD,2023-24,1784405,267008,1517397,85.0,11043,5205,47.1
Manhattan,12,SWD,2023-24,447165,96553,350612,78.4,2773,1708,61.6
Manhattan,12,Asian,2023-24,350895,32305,318590,90.8,2131,588,27.6
Manhattan,12,Black,2023-24,439448,85228,354220,80.6,2764,1580,57.2
Manhattan,12,Hispanic,2023-24,1033913,194152,839761,81.2,6454,3733,57.8
Manhattan,12,Other,2023-24,64284,9392,54892,85.4,393,183,46.6
Manhattan,12,White,2023-24,343030,42484,300546,87.6,2073,828,39.9
Manhattan,12,Female,2023-24,1190747,191162,999585,83.9,7378,3755,50.9
Manhattan,12,Male,2023-24,1039383,172130,867253,83.4,6428,3151,49.0
Manhattan,12,Neither male nor female,2023-24,1440,269,1171,81.3,9,6,66.7
Manhattan,12,Not Poverty,2023-24,654250,75396,578854,88.5,3985,1477,37.1
Manhattan,12,Poverty,2023-24,1577320,288165,1289155,81.7,9831,5436,55.3
Manhattan,12,ELL,2023-24,152852,35716,117136,76.6,977,639,65.4
Manhattan,12,Not ELL,2023-24,2078718,327845,1750873,84.2,12838,6273,48.9
Manhattan,9,All Students,2018-19,2589157,281267,2307890,89.1,16191,4508,27.8
Manhattan,9,Not SWD,2018-19,2059248,185399,1873849,91.0,12921,3017,23.3
Manhattan,9,SWD,2018-19,529909,95868,434041,81.9,3270,1491,45.6
Manhattan,9,Asian,2018-19,361054,11599,349455,96.8,2231,184,8.2
Manhattan,9,Black,2018-19,525392,75954,449438,85.5,3331,1251,37.6
Manhattan,9,Hispanic,2018-19,1226560,165816,1060744,86.5,7718,2715,35.2
Manhattan,9,Other,2018-19,96619,6783,89836,93.0,592,94,15.9
Manhattan,9,White,2018-19,379532,21115,358417,94.4,2319,264,11.4
Manhattan,9,Female,2018-19,1383780,135869,1247911,90.2,8603,2149,25.0
Manhattan,9,Male,2018-19,1205377,145398,1059979,87.9,7588,2359,31.1
Manhattan,9,Not Poverty,2018-19,765440,44813,720627,94.1,4728,613,13.0
Manhattan,9,Poverty,2018-19,1823717,236454,1587263,87.0,11463,3895,34.0
Manhattan,9,ELL,2018-19,310170,45119,265051,85.5,2157,807,37.4
Manhattan,9,Not ELL,2018-19,2278987,236148,2042839,89.6,14034,3701,26.4
Manhattan,9,All Students,2019-20,1724427,181339,1543088,89.5,16240,4496,27.7
Manhattan,9,Not SWD,2019-20,1363560,119783,1243777,91.2,12896,3071,23.8
Manhattan,9,SWD,2019-20,360867,61556,299311,82.9,3344,1425,42.6
Manhattan,9,Asian,2019-20,248983,8834,240149,96.5,2338,212,9.1
Manhattan,9,Black,2019-20,354174,51544,302630,85.4,3358,1289,38.4
Manhattan,9,Hispanic,2019-20,795592,101691,693901,87.2,7532,2592,34.4
Manhattan,9,Other,2019-20,81380,5872,75508,92.8,748,123,16.4
Manhattan,9,White,2019-20,244298,13398,230900,94.5,2264,280,12.4
Manhattan,9,Female,2019-20,913798,87296,826502,90.4,8566,2163,25.3
Manhattan,9,Male,2019-20,810629,94043,716586,88.4,7674,2333,30.4
Manhattan,9,Not Poverty,2019-20,518104,28001,490103,94.6,4845,614,12.7
Manhattan,9,Poverty,2019-20,1206323,153338,1052985,87.3,11395,3882,34.1
Manhattan,9,ELL,2019-20,189266,28689,160577,84.8,1949,747,38.3
Manhattan,9,Not ELL,2019-20,1535161,152650,1382511,90.1,14291,3749,26.2
Manhattan,9,All Students,2020-21,2617451,377479,2239972,85.6,15453,5460,35.3
Manhattan,9,Not SWD,2020-21,2059009,259210,1799799,87.4,12172,3837,31.5
Manhattan,9,SWD,2020-21,558442,118269,440173,78.8,3281,1623,49.5
Manhattan,9,Asian,2020-21,379169,20014,359155,94.7,2213,261,11.8
Manhattan,9,Black,2020-21,528229,105751,422478,80.0,3122,1476,47.3
Manhattan,9,Hispanic,2020-21,1220190,217285,1002905,82.2,7231,3244,44.9
Manhattan,9,Other,2020-21,130051,12129,117922,90.7,771,163,21.1
Manhattan,9,White,2020-21,359812,22300,337512,93.8,2116,316,14.9
Manhattan,9,Female,2020-21,1396402,179149,1217253,87.2,8211,2692,32.8
Manhattan,9,Male,2020-21,1221049,198330,1022719,83.8,7242,2768,38.2
Manhattan,9,Not Poverty,2020-21,768793,58026,710767,92.5,4577,857,18.7
Manhattan,9,Poverty,2020-21,1848658,319453,1529205,82.7,10876,4603,42.3
Manhattan,9,ELL,2020-21,279594,68158,211436,75.6,1730,945,54.6
Manhattan,9,Not ELL,2020-21,2337857,309321,2028536,86.8,13723,4515,32.9
Manhattan,9,All Students,2021-22,2427853,318573,2109280,86.9,14982,5645,37.7
Manhattan,9,Not SWD,2021-22,1911511,219563,1691948,88.5,11830,3982,33.7
Manhattan,9,SWD,2021-22,516342,99010,417332,80.8,3152,1663,52.8
Manhattan,9,Asian,2021-22,351406,17320,334086,95.1,2129,261,12.3
Manhattan,9,Black,2021-22,473623,81353,392270,82.8,2944,1441,48.9
Manhattan,9,Hispanic,2021-22,1163706,182707,980999,84.3,7263,3346,46.1
Manhattan,9,Other,2021-22,110986,11282,99704,89.8,670,178,26.6
Manhattan,9,White,2021-22,328132,25911,302221,92.1,1976,419,21.2
Manhattan,9,Female,2021-22,1293867,163395,1130472,87.4,7934,2940,37.1
Manhattan,9,Male,2021-22,1133986,155178,978808,86.3,7048,2705,38.4
Manhattan,9,Not Poverty,2021-22,732080,59178,672902,91.9,4542,1037,22.8
Manhattan,9,Poverty,2021-22,1695773,259395,1436378,84.7,10440,4608,44.1
Manhattan,9,ELL,2021-22,297237,47107,250130,84.2,2048,878,42.9
Manhattan,9,Not ELL,2021-22,2130616,271466,1859150,87.3,12934,4767,36.9
Manhattan,9,All Students,2022-23,2380922,286964,2093958,87.9,15452,5363,34.7
Manhattan,9,Not SWD,2022-23,1870291,196042,1674249,89.5,12213,3766,30.8
Manhattan,9,SWD,2022-23,510631,90922,419709,82.2,3239,1597,49.3
Manhattan,9,Asian,2022-23,333744,15919,317825,95.2,2086,249,11.9
Manhattan,9,Black,2022-23,464550,71907,392643,84.5,3019,1320,43.7
Manhattan,9,Hispanic,2022-23,1163380,167483,995897,85.6,7701,3264,42.4
Manhattan,9,Other,2022-23,91711,9542,82169,89.6,591,166,28.1
Manhattan,9,White,2022-23,327537,22113,305424,93.2,2055,364,17.7
Manhattan,9,Female,2022-23,1256098,141901,1114197,88.7,8091,2698,33.3
Manhattan,9,Male,2022-23,1123345,144912,978433,87.1,7352,2662,36.2
Manhattan,9,Neither male nor female,2022-23,1479,151,1328,89.8,9,3,33.3
Manhattan,9,Not Poverty,2022-23,672324,48091,624233,92.8,4244,786,18.5
Manhattan,9,Poverty,2022-23,1708598,238873,1469725,86.0,11208,4577,40.8
Manhattan,9,ELL,2022-23,326601,50606,275995,84.5,2473,1152,46.6
Manhattan,9,Not ELL,2022-23,2054321,236358,1817963,88.5,12979,4211,32.4
Manhattan,9,All Students,2023-24,2494762,329285,2165477,86.8,16112,5916,36.7
Manhattan,9,Not SWD,2023-24,1957034,227942,1729092,88.4,12746,4252,33.4
Manhattan,9,SWD,2023-24,537728,101343,436385,81.2,3376,1666,49.3
Manhattan,9,Asian,2023-24,336369,15124,321245,95.5,2096,260,12.4
Manhattan,9,Black,2023-24,463454,76488,386966,83.5,3060,1391,45.5
Manhattan,9,Hispanic,2023-24,1250952,206831,1044121,83.5,8208,3777,46.0
Manhattan,9,Other,2023-24,106103,9013,97090,91.5,662,147,22.2
Manhattan,9,White,2023-24,337884,21829,316055,93.5,2091,343,16.4
Manhattan,9,Female,2023-24,1313881,161064,1152817,87.7,8407,2909,34.6
Manhattan,9,Male,2023-24,1179332,168099,1011233,85.7,7697,3005,39.0
Manhattan,9,Neither male nor female,2023-24,1549,122,1427,92.1,10,3,30.0
Manhattan,9,Not Poverty,2023-24,629046,40347,588699,93.6,3922,608,15.5
Manhattan,9,Poverty,2023-24,1865716,288938,1576778,84.5,12197,5311,43.5
Manhattan,9,ELL,2023-24,398961,77222,321739,80.6,2999,1660,55.4
Manhattan,9,Not ELL,2023-24,2095801,252063,1843738,88.0,13113,4255,32.4
Queens,9,All Students,2016-17,3532272,383541,3147321,89.8,22860,6238,27.4
